Closeless;Further BFS;Random
nSamples;Expected MSE;MSE;Spearman Correlation;Jaccard 1%;Jaccard 5%;Expected MSE;MSE;Spearman Correlation;Jaccard 1%;Jaccard 5%;Expected MSE;MSE;Spearman Correlation;Jaccard 1%;Jaccard 5%
1;141.35;32.573244348244344;0.5767849951245769;0.06095669533601487;0.18011564067183303;136.54999999999998;33.409367484367486;0.5864519494241673;0.06395678071453012;0.18424578314974233;139.45;32.753258778258775;0.5830583949412221;0.06564978850572063;0.19163319297735248;
2;140.47499999999997;1.939057239057239;0.7197681133098305;0.04744733422290572;0.20025285221127967;13.55;2.0387325637325633;0.7130965875036932;0.042337101042015476;0.19117420039008276;27.6;24.41572871572872;0.6665335544919936;0.15501040924010068;0.2706650286696731;
3;96.33333333333329;0.22613035113035107;0.9335692383289556;0.109715669324073;0.7162019364897623;2.7166666666666663;0.9007696007696008;0.807954447720771;0.1157337680965276;0.4689578422443246;24.91666666666667;20.4232202982203;0.6435960554767267;0.16642220497819235;0.2579409289051568;
4;72.34999999999998;0.15186387686387687;0.9545140408832166;0.8246006636419938;0.8246006636419938;0.9;0.2972943722943723;0.9191547818689527;0.45704230914885;0.7152501625377344;20.2375;17.84240019240019;0.6592328129798802;0.1513508895812767;0.27037841802393686;
5;55.18999999999998;0.025974025974025976;0.9884487186228549;0.928806837342508;0.928806837342508;0.8300000000000001;0.28276815776815767;0.9217719050331117;0.5934092959215622;0.7316470511805415;19.089999999999996;16.45877825877826;0.6458200980980584;0.17156205686327064;0.2367848913808036;
6;46.275000000000006;0.006192881192881194;0.9972858009061514;0.9784792716394339;0.9784792716394339;0.45833333333333337;0.1549182299182299;0.9513804295046947;0.7585796818561051;0.8118772627465817;20.191666666666663;19.414670514670515;0.6933402272167193;0.19519491654288335;0.2889555858202934;
7;36.949999999999996;0.005615680615680616;0.9974500443826028;0.9787074293199098;0.9787074293199098;0.09285714285714286;0.08726551226551227;0.9699027197680588;0.8019176747670949;0.8619101620923766;18.11428571428571;17.238997113997115;0.6683689256264034;0.19687397154749012;0.26990393112007777;
8;30.731249999999992;0.00232082732082732;0.9988522051835268;0.9902057792045621;0.9902057792045621;0.15625;0.07336459836459835;0.9744084254623316;0.8578643472866757;0.9027514963899855;17.493750000000002;16.167340067340067;0.6644376087858612;0.15688758586233545;0.27395048936242306;
9;28.150000000000006;0.000432900432900433;0.9997488658286222;0.99811320754717;0.99811320754717;0.2111111111111111;0.12704425204425204;0.9588387953849989;0.8140824523782562;0.8704894902984954;14.944444444444445;15.121524771524774;0.6969421859709694;0.21107650939059786;0.28826735614683036;
10;27.650000000000006;0.000432900432900433;0.9997488658286221;0.9981132075471699;0.9981132075471699;0.19;0.07760942760942761;0.9751459785029646;0.8708283557010945;0.9030169164749713;16.87;16.834054834054832;0.6995648744673973;0.2095683538504825;0.3039039781244339;
11;24.895454545454545;0.0006253006253006254;0.999637250641343;0.9972746331236899;0.9972746331236899;0.2;0.11729196729196728;0.961403768641502;0.865151275354666;0.8907489067529649;13.159090909090907;13.125661375661373;0.6722640146675815;0.2047806489478295;0.28318348607299615;
12;24.041666666666668;0.00024050024050024054;0.9998604810159015;0.9989517819706503;0.9989517819706503;0.008333333333333333;0.009896584896584895;0.9956914695591567;0.9713545152990348;0.9713545152990348;13.308333333333334;13.025865800865798;0.6827273982882227;0.23380281146453455;0.2897456996674051;
13;20.92692307692307;0.000432900432900433;0.9997488658286222;0.99811320754717;0.99811320754717;0.007692307692307693;0.011940836940836943;0.9946764247016768;0.961240771145093;0.961240771145093;11.788461538461537;11.108213083213084;0.6390555267818022;0.17704586708324532;0.24225341911049378;
14;19.260714285714286;0.0003848003848003849;0.9997767696254423;0.9983228511530402;0.9983228511530402;0.15714285714285714;0.10616883116883116;0.9657848189927154;0.8812517642930536;0.9072369374401494;13.689285714285713;13.195646945646946;0.6667379562178287;0.16716989366186732;0.2733240592707479;
15;17.10666666666667;0.0003848003848003849;0.999776769625442;0.9983228511530401;0.9983228511530401;0.013333333333333332;0.011399711399711401;0.99477596540376;0.9399338662328586;0.9721778697314828;13.21;12.548857623857625;0.68861514375543;0.2527776618169869;0.2842725079777676;
16;15.978124999999999;0.0001443001443001443;0.999916288609541;0.9993710691823902;0.9993710691823902;0.00625;0.012217412217412217;0.9943603331176321;0.9659104702990904;0.9659104702990904;12.621874999999998;12.25762385762386;0.6826261363860101;0.21462379743031545;0.28474598639778254;
17;15.897058823529413;0;1.0000000000000002;1.0000000000000002;1.0000000000000002;0.008823529411764706;0.005892255892255892;0.9972647759852578;0.9840967128855692;0.9840967128855692;13.894117647058817;13.326659451659454;0.7138120462112533;0.24415637909620122;0.32177043349436546;
18;14.013888888888888;0;1.0000000000000002;1.0000000000000002;1.0000000000000002;0.15;0.10394420394420395;0.9667491169523652;0.8902548044293227;0.9162986005535402;11.688888888888888;11.78244348244348;0.6847460169421178;0.2172764011658668;0.2836178187477771;
19;14.781578947368418;0;1.0000000000000002;1.0000000000000002;1.0000000000000002;0.002631578947368421;0.002585377585377585;0.9989000302360481;0.9896451067297181;0.9896451067297181;11.957894736842103;11.824879749879749;0.6781628743239355;0.1999394491453639;0.25776211485934314;
20;14.702499999999997;0;1.0000000000000002;1.0000000000000002;1.0000000000000002;0;0.001406926406926407;0.9993779570099975;0.9943353121588726;0.9943353121588726;10.7125;11.231721981721984;0.6766919550583426;0.22935427413508555;0.27494059949999505;
